accession	start	end	strand	matching_mode	reference_id	reference_start	reference_end	reference_product	PhageMine_product	PhageMine_category	PhageMine_review_notes	Pharokka_product	Pharokka_category	Pharokka_review_notes
NC_000866.4	72628	72915	-	exact	NP_049746.1	72628	72915	Trna.2 conserved hypothetical protein	uncharacterized 11.2 kda protein in segb-ipi intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	72918	73328	-	exact	NP_049747.1	72918	73328	Trna.3 conserved hypothetical protein	uncharacterized 16.0 kda protein in segb-ipi intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	73329	73514	-	exact	NP_049748.1	73329	73514	hypothetical protein	uncharacterized 6.6 kda protein in segb-ipi intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	73591	73878	-	exact	NP_049749.1	73591	73878	internal virion protein	internal protein i	UNRESOLVED_REVIEW_REQUIRED		internal virion protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	73952	74410	-	exact	NP_049750.1	73952	74410	RNA ligase	anti-cbass protein acb1	UNRESOLVED_REVIEW_REQUIRED		RNA ligase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	74407	74649	-	exact	NP_049751.1	74407	74649	tail fiber chaperone	tail fiber assembly helper protein	UNRESOLVED_REVIEW_REQUIRED		tail fiber chaperone	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	74649	75374	-	exact	NP_049752.1	74649	75374	deoxynucleoside monophosphate kinase	deoxynucleotide monophosphate kinase	UNRESOLVED_REVIEW_REQUIRED		deoxynucleoside monophosphate kinase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	75424	75954	-	exact	NP_049753.1	75424	75954	tail protein	tail tube terminator protein	UNRESOLVED_REVIEW_REQUIRED		tail tube	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	76061	76885	-	exact	NP_049754.1	76061	76885	DNA end protector	terminal dna protecting protein	UNRESOLVED_REVIEW_REQUIRED		DNA end protector	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	76885	77337	-	exact	NP_049755.1	76885	77337	head closure	head completion nuclease	UNRESOLVED_REVIEW_REQUIRED		head closure	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	77385	77975	+	exact	NP_049756.1	77385	77975	baseplate wedge subunit	baseplate wedge protein gp53	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	77959	79686	+	exact	NP_049757.1	77959	79686	baseplate hub subunit and tail lysozyme	pre-baseplate central spike protein gp5	UNRESOLVED_REVIEW_REQUIRED		baseplate hub subunit and tail lysozyme	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	80196	80618	+	exact	NP_049761.1	80196	80618	homing endonuclease	homing endonuclease	EXACT_PRODUCT_AGREEMENT		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	80621	80791	+	exact	NP_049762.1	80621	80791	gp5.3 conserved hypothetical protein	hypothetical protein	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	80779	81072	+	exact	NP_049763.1	80779	81072	PAAR motif of membran proteins	baseplate puncturing device gp5.4	UNRESOLVED_REVIEW_REQUIRED		PAAR motif of membran proteins	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	81081	83063	+	exact	NP_049764.1	81081	83063	baseplate wedge subunit	baseplate wedge protein gp6	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	83060	86158	+	exact	NP_049765.1	83060	86158	baseplate wedge subunit	baseplate wedge protein gp7	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	86151	87155	+	exact	NP_049766.1	86151	87155	baseplate wedge subunit	baseplate wedge protein gp8	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	87219	88085	+	exact	NP_049767.1	87219	88085	baseplate wedge tail fiber protein connector	baseplate protein gp9	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge tail fiber protein connector	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	88085	89893	+	exact	NP_049768.1	88085	89893	baseplate wedge subunit	baseplate wedge protein gp10	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	89893	90552	+	exact	NP_049769.1	89893	90552	baseplate wedge subunit	baseplate wedge protein gp11	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	90549	92132	+	exact	NP_049770.1	90549	92132	tail collar fiber protein	short tail fiber protein gp12	UNRESOLVED_REVIEW_REQUIRED		tail collar fiber protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	92129	93592	+	exact	NP_049771.1	92129	93592	fibritin neck whisker	fibritin	UNRESOLVED_REVIEW_REQUIRED		fibritin neck whisker	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	93624	94553	+	exact	NP_049772.1	93624	94553	head-tail adaptor Ad2	neck protein gp13	UNRESOLVED_REVIEW_REQUIRED		head-tail adaptor Ad2	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	94555	95325	+	exact	NP_049773.1	94555	95325	head closure Hc2	neck protein gp14	UNRESOLVED_REVIEW_REQUIRED		head closure Hc2	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	95367	96185	+	exact	NP_049774.1	95367	96185	tail sheath stabilizer	tail completion protein gp15	UNRESOLVED_REVIEW_REQUIRED		tail sheath stabilizer	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	96194	96688	+	exact	NP_049775.1	96194	96688	terminase small subunit	terminase, small subunit	EXACT_PRODUCT_AGREEMENT		terminase small subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	96672	98504	+	exact	NP_049776.1	96672	98504	terminase large subunit	terminase, large subunit	EXACT_PRODUCT_AGREEMENT		terminase large subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	98536	100515	+	exact	NP_049780.1	98536	100515	tail sheath	tail sheath protein	UNRESOLVED_REVIEW_REQUIRED		tail sheath	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	100632	101123	+	exact	NP_049781.1	100632	101123	tail protein	tail tube protein gp19	UNRESOLVED_REVIEW_REQUIRED		tail tube	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	101207	102781	+	exact	NP_049782.1	101207	102781	portal protein	portal protein	EXACT_PRODUCT_AGREEMENT		portal protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	102781	103023	+	exact	NP_049783.1	102781	103023	prohead	conserved phage protein of unknown function	ABSTENTION		prohead	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	103023	103448	+	exact	NP_049784.1	103023	103448	head scaffolding protein	prohead assembly protein gp68	UNRESOLVED_REVIEW_REQUIRED		head scaffolding protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	103448	104086	+	exact	NP_049785.1	103448	104086	head maturation protease	prohead core protein protease	UNRESOLVED_REVIEW_REQUIRED		head maturation protease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	104117	104926	+	exact	NP_049786.1	104117	104926	head scaffolding protein	capsid assembly scaffolding protein	UNRESOLVED_REVIEW_REQUIRED		head scaffolding protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	104945	106510	+	exact	NP_049787.1	104945	106510	major head protein	major capsid protein	EQUIVALENT_FUNCTION		major head protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	106561	107232	-	exact	NP_049788.2	106561	107232	homing endonuclease	putative endonuclease segd	UNRESOLVED_REVIEW_REQUIRED		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	107323	108606	+	exact	NP_049789.1	107323	108606	capsid vertex protein	capsid vertex protein	EXACT_PRODUCT_AGREEMENT		major head protein	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	108636	109640	-	exact	NP_049790.1	108636	109640	RNA ligase	rna ligase 2	UNRESOLVED_REVIEW_REQUIRED		RNA ligase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	109650	109928	-	exact	NP_049791.1	109650	109928	gp24.2 conserved hypothetical protein	uncharacterized 11.0 kda protein in gp24-hoc intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	110187	111317	-	exact	NP_049793.1	110187	111317	Hoc-like head decoration	highly immunogenic outer capsid protein	UNRESOLVED_REVIEW_REQUIRED		Hoc-like head decoration	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	111327	112007	-	exact	NP_049794.1	111327	112007	minor head protein inhibitor of protease	protein inh	UNRESOLVED_REVIEW_REQUIRED		minor head protein inhibitor of protease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	112057	112674	+	exact	NP_049795.1	112057	112674	homing endonuclease	putative endonuclease sege	UNRESOLVED_REVIEW_REQUIRED		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	112677	114440	+	exact	NP_049796.1	112677	114440	DNA helicase	atp-dependent dna helicase uvsw	UNRESOLVED_REVIEW_REQUIRED		DNA helicase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	114496	114663	-	exact	NP_049797.1	114496	114663	hypothetical protein	uncharacterized 6.1 kda protein in uvsw-uvsy intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	114690	114914	-	exact	NP_049798.1	114690	114914	UvsY.-1 conserved hypothetical protein	uncharacterized 9.0 kda protein in uvsw-uvsy intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	114914	115327	-	exact	NP_049799.2	114914	115327	UvsY-like recombination mediator	recombination protein uvsy	UNRESOLVED_REVIEW_REQUIRED		UvsY-like recombination mediator	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	115404	115802	-	exact	NP_049800.1	115404	115802	baseplate wedge subunit	baseplate wedge protein gp25	UNRESOLVED_REVIEW_REQUIRED		baseplate wedge subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	115802	116428	-	exact	NP_049801.1	115802	116428	baseplate hub	baseplate hub assembly protein gp26	UNRESOLVED_REVIEW_REQUIRED		baseplate hub	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	116479	117228	+	exact	NP_049802.1	116479	117228	baseplate hub assembly protein	baseplate hub assembly protein gp51	UNRESOLVED_REVIEW_REQUIRED		baseplate hub	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	118348	118881	+	exact	NP_049804.2	118348	118881	baseplate hub distal subunit	baseplate hub assembly protein gp28	UNRESOLVED_REVIEW_REQUIRED		baseplate hub distal subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	118878	120650	+	exact	NP_049805.1	118878	120650	baseplate hub subunit and tail length	tape measure protein	UNRESOLVED_REVIEW_REQUIRED		baseplate hub subunit and tail length	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	120659	121753	+	exact	NP_049806.1	120659	121753	baseplate tail tube cap	baseplate tail-tube junction protein gp48	UNRESOLVED_REVIEW_REQUIRED		baseplate tail tube cap	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	121753	122715	+	exact	NP_049807.1	121753	122715	tail tube	baseplate tail-tube junction protein gp54	UNRESOLVED_REVIEW_REQUIRED		tail tube	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	122742	123032	-	exact	NP_049808.1	122742	123032	Alt.-3 conserved hypothetical protein	uncharacterized 10.7 kda protein in gp54-alt intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	123065	123268	-	exact	NP_049809.1	123065	123268	Alt.-2 hypothetical protein	uncharacterized 7.4 kda protein in gp54-alt intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	123265	123450	-	exact	NP_049810.1	123265	123450	Alt.-1 hypothetical protein	uncharacterized 6.6 kda protein in gp54-alt intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	123454	125502	-	exact	NP_049811.1	123454	125502	Alt-like RNA polymerase ADP-ribosyltransferase	nad(+)--arginine adp-ribosyltransferase	UNRESOLVED_REVIEW_REQUIRED		Alt-like RNA polymerase ADP-ribosyltransferase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	125560	125748	-	exact	NP_049812.1	125560	125748	Alt.1 conserved hypothetical protein	uncharacterized 7.2 kda protein in alt-gp30 intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	125745	127208	-	exact	NP_049813.1	125745	127208	DNA ligase	dna ligase	EXACT_PRODUCT_AGREEMENT		ATP-dependent DNA ligase	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	127205	127474	-	exact	NP_049814.1	127205	127474	DUF3045 domain-containing protein	uncharacterized 10.8 kda protein in gp30-riii intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	127474	128310	-	exact	NP_049815.1	127474	128310	hypothetical protein	uncharacterized 32.4 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	128307	128765	-	exact	NP_049816.1	128307	128765	hypothetical protein	anti-dart factor nadar	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	128758	128964	-	exact	NP_049818.1	128758	128964	gp30.4 conserved hypothetical protein	uncharacterized 8.1 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	128961	129158	-	exact	NP_049819.1	128961	129158	gp30.5 hypothetical protein	uncharacterized 7.3 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	129158	129445	-	exact	NP_049820.1	129158	129445	gp30.6 conserved hypothetical protein	uncharacterized 10.8 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	129487	129852	-	exact	NP_049821.1	129487	129852	gp30.7 conserved hypothetical protein	uncharacterized 14.1 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	129921	130253	-	exact	NP_049822.1	129921	130253	gp30.8 conserved hypothetical protein	uncharacterized 12.9 kda protein in gp30-riii intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	130785	131033	-	exact	NP_049824.1	130785	131033	lysis inhibition; accessory protein	lysis inhibition accessory protein	EXACT_PRODUCT_AGREEMENT		lysis inhibition accessory protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	131181	131516	-	exact	NP_049825.1	131181	131516	head morphogenesis	capsid assembly protein gp31	UNRESOLVED_REVIEW_REQUIRED		head morphogenesis	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	131573	131881	-	exact	NP_049826.1	131573	131881	SH3 beta-barrel fold-containing protein	uncharacterized 11.5 kda protein in gp31-cd intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	131882	132118	-	exact	NP_049827.1	131882	132118	hypothetical protein	uncharacterized 9.4 kda protein in gp31-cd intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	132118	132699	-	exact	NP_049828.1	132118	132699	dCMP deaminase	deoxycytidylate deaminase	UNRESOLVED_REVIEW_REQUIRED		dCMP deaminase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	132696	133034	-	exact	NP_049829.1	132696	133034	Cd.1 hypothetical protein	uncharacterized 12.8 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133031	133261	-	exact	NP_049830.1	133031	133261	Cd.2 conserved hypothetical protein	uncharacterized 8.7 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133334	133609	-	exact	NP_049831.1	133334	133609	Cd.3 conserved hypothetical protein	uncharacterized 10.1 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	133612	133812	-	exact	NP_049832.1	133612	133812	Cd.4 conserved hypothetical protein	uncharacterized 7.9 kda protein in cd-pset intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	134002	134907	-	exact	NP_049834.1	134002	134907	polynucleotide kinase	polynucleotide kinase	EXACT_PRODUCT_AGREEMENT		polynucleotide kinase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	134908	135135	-	exact	NP_049835.1	134908	135135	PseT.1 conserved hypothetical protein	uncharacterized 8.8 kda protein in pset-alc intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	135132	135431	-	exact	NP_049836.2	135132	135431	Rz-like spanin	spanin, outer lipoprotein subunit	UNRESOLVED_REVIEW_REQUIRED		Rz-like spanin	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	135428	135781	-	exact	NP_049837.1	135428	135781	Rz-like spanin	spanin, inner membrane subunit	UNRESOLVED_REVIEW_REQUIRED		Rz-like spanin	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	136340	137464	-	exact	NP_049839.1	136340	137464	RNA ligase and tail fiber protein attachment catalyst	rna ligase 1	UNRESOLVED_REVIEW_REQUIRED		RNA ligase and tail fiber protein attachment catalyst	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	139716	139967	-	exact	NP_049843.1	139716	139967	Nrd.1 hypothetical protein	uncharacterized 9.4 kda protein in nrdb-nrda intergenic region	NON_EVALUABLE_REFERENCE		homing endonuclease	NON_EVALUABLE_REFERENCE	
NC_000866.4	139991	140416	-	exact	NP_049844.1	139991	140416	homing endonuclease	probable mobile endonuclease e	UNRESOLVED_REVIEW_REQUIRED		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	140416	142680	-	exact	NP_049845.1	140416	142680	NrdA-like aerobic NDP reductase large subunit	ribonucleoside-diphosphate reductase subunit alpha	UNRESOLVED_REVIEW_REQUIRED		ribonucleotide reductase large subunit	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	142671	142997	-	exact	NP_049846.1	142671	142997	hypothetical protein	uncharacterized 12.4 kda protein in nrda-td intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	142951	143214	-	exact	NP_049847.1	142951	143214	NrdA.2 conserved hypothetical protein	uncharacterized 10.1 kda protein in nrda-td intergenic region	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_000866.4	143694	144431	-	exact	NP_049849.3	143694	144431	homing endonuclease	intron-associated endonuclease 1	UNRESOLVED_REVIEW_REQUIRED		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	145109	145690	-	exact	NP_049850.1	145109	145690	dihydrofolate reductase	dihydrofolate reductase	EXACT_PRODUCT_AGREEMENT		dihydrofolate reductase	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	145762	146004	-	exact	NP_049851.1	145762	146004	DUF5417 domain-containing protein	uncharacterized 9.5 kda protein in frd-gp32 intergenic region	ABSTENTION		hypothetical protein	ABSTENTION	
NC_000866.4	146143	146529	-	exact	NP_049852.1	146143	146529	hypothetical protein	uncharacterized 14.8 kda protein in frd-gp32 intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	146575	146802	-	exact	NP_049853.1	146575	146802	hypothetical protein	uncharacterized 8.8 kda protein in frd-gp32 intergenic region	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_000866.4	146948	147853	-	exact	NP_049854.1	146948	147853	single strand DNA binding protein	single-stranded dna-binding protein	UNRESOLVED_REVIEW_REQUIRED		single strand DNA binding protein	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	147909	148541	-	exact	NP_049855.1	147909	148541	homing endonuclease	uncharacterized 24.6 kda protein in gp32-gp59 intergenic region	ABSTENTION		homing endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	149193	149531	-	exact	NP_049857.1	149193	149531	late promoter transcriptional regulator	late transcription coactivator	UNRESOLVED_REVIEW_REQUIRED		late promoter transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	149509	149778	-	exact	NP_049858.1	149509	149778	transcriptional regulator	double-stranded dna-binding protein	UNRESOLVED_REVIEW_REQUIRED		transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	149787	150704	-	exact	NP_049859.1	149787	150704	RnaseH	ribonuclease h	UNRESOLVED_REVIEW_REQUIRED		exonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_000866.4	150809	154678	+	exact	NP_049860.1	150809	154678	tail fiber protein proximal subunit	long-tail fiber proximal subunit	UNRESOLVED_REVIEW_REQUIRED		tail fiber protein proximal subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	154687	155805	+	exact	NP_049861.1	154687	155805	long tail fiber protein proximal connector	long-tail fiber protein gp35	UNRESOLVED_REVIEW_REQUIRED		long tail fiber protein proximal connector	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	155868	156533	+	exact	NP_049862.1	155868	156533	hinge connector of long tail fiber protein distal connector	tail fiber protein	UNRESOLVED_REVIEW_REQUIRED		hinge connector of long tail fiber protein distal connector	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	156542	159622	+	exact	NP_049863.1	156542	159622	long tail fiber protein distal subunit	long-tail fiber protein gp37	UNRESOLVED_REVIEW_REQUIRED		long tail fiber protein distal subunit	EXACT_PRODUCT_AGREEMENT	
NC_000866.4	159649	160200	+	exact	NP_049864.1	159649	160200	tail fiber assembly	tail fiber assembly protein	UNRESOLVED_REVIEW_REQUIRED		tail fiber assembly	EXACT_PRODUCT_AGREEMENT	
